,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),Reference,Tag
136,C(=C/c1nc(-c2ccccc2)c2ccccn12)\c1nc(-c2ccccc2)c2ccccn12,CC#N,438.0,491.0,1.0,0.1,4.35,https://doi.org/10.1016/j.dyepig.2018.04.037,137
137,O=C(O)c1ccccc1-c1nc(-c2ccccc2)c2ccccn12,CC#N,357.0,494.0,5.5,0.02,4.02,https://doi.org/10.1016/j.dyepig.2018.04.037,138
138,O=C(O)c1ccc(-c2nc(-c3ccccc3)c3ccccn23)cc1,CC#N,372.0,501.0,1.5,0.13,4.29,https://doi.org/10.1016/j.dyepig.2018.04.037,139
139,O=C(O)c1ccc(-c2nc(-c3ccccc3)c3c4ccccc4ccn23)cc1,CC#N,353.0,473.0,2.5,0.38,4.17,https://doi.org/10.1016/j.dyepig.2018.04.037,140
140,O=C(O)c1ccc(-c2ccc(-c3nc(-c4ccccc4)c4ccccn34)cc2)s1,CC#N,362.0,485.0,1.5,0.44,3.73,https://doi.org/10.1016/j.dyepig.2018.04.037,141
141,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCO,436.0,500.0,15.18,0.91,3.982271233,"https://doi.org/10.1016/j.dyepig.2016.11.056, http://dx.doi.org/10.1016/j.dyepig.2016.11.056",142
142,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCO,533.0,615.0,3.558,0.07,4.008600172,"https://doi.org/10.1016/j.dyepig.2016.11.056, http://dx.doi.org/10.1016/j.dyepig.2016.11.056",143
143,CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,CCO,488.0,597.0,5.52,0.1,3.982723388,"https://doi.org/10.1016/j.dyepig.2016.11.056, http://dx.doi.org/10.1016/j.dyepig.2016.11.056",144
144,CC(=O)N(Cc1ccccn1)c1c2ccccc2c2c3c(cccc13)C(=O)N(Cc1ccccn1)C2=O,CCO,437.0,509.0,1.66,0.35,4.033423755,"https://doi.org/10.1016/j.dyepig.2016.11.056, http://dx.doi.org/10.1016/j.dyepig.2016.11.056",145
145,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCCCCC,427.0,465.0,,0.61,4.08278537,"https://doi.org/10.1016/j.dyepig.2016.11.056, http://dx.doi.org/10.1016/j.dyepig.2016.11.056",146
146,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,Cc1ccccc1,435.0,483.0,,0.69,3.977723605,"https://doi.org/10.1016/j.dyepig.2016.11.056, http://dx.doi.org/10.1016/j.dyepig.2016.11.056",147
147,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,ClCCl,437.0,490.0,,0.93,4.004321374,"https://doi.org/10.1016/j.dyepig.2016.11.056, http://dx.doi.org/10.1016/j.dyepig.2016.11.056",148
148,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,C1CCOC1,432.0,485.0,,0.83,3.977723605,"https://doi.org/10.1016/j.dyepig.2016.11.056, http://dx.doi.org/10.1016/j.dyepig.2016.11.056",149
149,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCCCCC,497.0,594.0,,0.04,3.994317153,"https://doi.org/10.1016/j.dyepig.2016.11.056, http://dx.doi.org/10.1016/j.dyepig.2016.11.056",150
150,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,Cc1ccccc1,517.0,606.0,,0.08,4.071882007,"https://doi.org/10.1016/j.dyepig.2016.11.056, http://dx.doi.org/10.1016/j.dyepig.2016.11.056",151
151,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,ClCCl,527.0,611.0,,0.1,4.158362492,"https://doi.org/10.1016/j.dyepig.2016.11.056, http://dx.doi.org/10.1016/j.dyepig.2016.11.056",152
152,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,C1CCOC1,520.0,609.0,,0.07,3.959041392,"https://doi.org/10.1016/j.dyepig.2016.11.056, http://dx.doi.org/10.1016/j.dyepig.2016.11.056",153
153,CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,CCCCCC,480.0,555.0,,0.06,3.970811611,"https://doi.org/10.1016/j.dyepig.2016.11.056, http://dx.doi.org/10.1016/j.dyepig.2016.11.056",154
154,CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,Cc1ccccc1,492.0,573.0,,0.06,3.925312091,"https://doi.org/10.1016/j.dyepig.2016.11.056, http://dx.doi.org/10.1016/j.dyepig.2016.11.056",155
155,CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,ClCCl,500.0,587.0,,0.12,3.964730921,"https://doi.org/10.1016/j.dyepig.2016.11.056, http://dx.doi.org/10.1016/j.dyepig.2016.11.056",156
156,CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,C1CCOC1,497.0,583.0,,0.07,3.909556029,"https://doi.org/10.1016/j.dyepig.2016.11.056, http://dx.doi.org/10.1016/j.dyepig.2016.11.056",157
157,CC(=O)N(Cc1ccccn1)c1c2ccccc2c2c3c(cccc13)C(=O)N(Cc1ccccn1)C2=O,CCCCCC,432.0,486.0,,0.59,4.029383778,"https://doi.org/10.1016/j.dyepig.2016.11.056, http://dx.doi.org/10.1016/j.dyepig.2016.11.056",158
158,CC(=O)N(Cc1ccccn1)c1c2ccccc2c2c3c(cccc13)C(=O)N(Cc1ccccn1)C2=O,Cc1ccccc1,437.0,491.0,,0.52,4.06069784,"https://doi.org/10.1016/j.dyepig.2016.11.056, http://dx.doi.org/10.1016/j.dyepig.2016.11.056",159
159,CC(=O)N(Cc1ccccn1)c1c2ccccc2c2c3c(cccc13)C(=O)N(Cc1ccccn1)C2=O,ClCCl,439.0,497.0,,0.48,4.045322979,"https://doi.org/10.1016/j.dyepig.2016.11.056, http://dx.doi.org/10.1016/j.dyepig.2016.11.056",160
160,CC(=O)N(Cc1ccccn1)c1c2ccccc2c2c3c(cccc13)C(=O)N(Cc1ccccn1)C2=O,C1CCOC1,436.0,497.0,,0.36,4.075546961,"https://doi.org/10.1016/j.dyepig.2016.11.056, http://dx.doi.org/10.1016/j.dyepig.2016.11.056",161
161,O=C(O)CCCc1cc(C#Cc2ccccc2)c2ccc3c(C#Cc4ccccc4)cc(C#Cc4ccccc4)c4ccc1c2c34,ClC(Cl)(Cl)Cl,445.0,460.0,1.57,0.56,4.76,https://doi.org/10.1016/j.dyepig.2017.09.003,162
162,O=C(O)CCCc1cc(C#Cc2ccccc2)c2ccc3c(C#Cc4ccccc4)cc(C#Cc4ccccc4)c4ccc1c2c34,CS(C)=O,451.0,461.0,1.89,0.72,4.81,https://doi.org/10.1016/j.dyepig.2017.09.003,163
163,O=C1NC(=O)c2ccc(N3CCCCC3)c3cccc1c23,ClC(Cl)Cl,414.0,517.0,8.862,,,doi:10.1016/j.dyepig.2004.05.011,164
164,O=C1NC(=O)c2ccc(N3CCOCC3)c3cccc1c23,ClC(Cl)Cl,394.0,504.0,8.649,,,doi:10.1016/j.dyepig.2004.05.011,165
165,O=C1NC(=O)c2ccc(N3CCCCC3)c3cccc1c23,ClCCl,,,7.023,,,doi:10.1016/j.dyepig.2004.05.011,166
166,O=C1NC(=O)c2ccc(N3CCOCC3)c3cccc1c23,ClCCl,,,8.377,,,doi:10.1016/j.dyepig.2004.05.011,167
167,O=C1NC(=O)c2ccc(N3CCCCC3)c3cccc1c23,C1CCOC1,,,7.023,,,doi:10.1016/j.dyepig.2004.05.011,168
168,O=C1NC(=O)c2ccc(N3CCOCC3)c3cccc1c23,C1CCOC1,,,8.377,,,doi:10.1016/j.dyepig.2004.05.011,169
169,Cc1ccc(N(CC(=O)[O-])CC(=O)[O-])c(OCCOc2cc3cc(-c4ncc(C(=O)[O-])o4)oc3cc2N(CC(=O)[O-])CC(=O)[O-])c1,O,362.0,500.0,1.09,,,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html,170
170,Cc1ccc(N(CC(=O)[O-])CC(=O)[O-])cc1OCCOc1cc(-c2cc3ccc(C(=O)[O-])cc3[nH]2)ccc1N(CC(=O)[O-])CC(=O)[O-],O,349.0,482.0,1.4,,,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html,171
171,CC(=O)OCOC(=O)CN(CC(=O)OCOC(C)=O)c1ccccc1OCCOc1cc(NC(=O)c2ccc3c(c2)C(=O)OC32c3cc(Cl)c(OC(C)=O)cc3Oc3cc(OC(C)=O)c(Cl)cc32)ccc1N(CC(=O)OCOC(C)=O)CC(=O)OCOC(C)=O,O,506.0,534.0,0.92,,,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html,172
172,COc1cc(N(CC(=O)[O-])CC(=O)[O-])c2nc(COc3cc(C)ccc3N(CC(=O)[O-])CC(=O)[O-])ccc2c1,O,356.0,500.0,1.35,,,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html,173
173,COc1cc(N(CC(=O)[O-])CC(=O)[O-])c2ncccc2c1,O,353.0,487.0,0.84,,,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html,174
174,O=C([O-])COc1cc(NC(=O)c2ccc(-c3c4cc(Cl)c(=O)cc-4oc4cc(O)c(Cl)cc34)c(C(=O)[O-])c2)ccc1N(CC(=O)[O-])CC(=O)[O-],O,506.0,532.0,1.21,,,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html,175
175,COc1cc2cc(-c3ccc(C(=O)OCOC(C)=O)cc3C(=O)OCOC(C)=O)oc2cc1N1CCOCCOCCN(c2cc3oc(-c4ccc(C(=O)OCOC(C)=O)cc4C(=O)OCOC(C)=O)cc3cc2OC)CCOCCOCC1,O,350.0,546.0,0.52,,,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html,176
176,COc1cc(N2CCOCCOCCN(c3cc(OC)c(NC(=O)c4ccc(-c5c6cc(Cl)c(=O)cc-6oc6cc([O-])c(Cl)cc56)c(C(=O)[O-])c4)cc3OC)CCOCC2)c(OC)cc1NC(=O)c1ccc(-c2c3cc(Cl)c(=O)cc-3oc3cc([O-])c(Cl)cc23)c(C(=O)[O-])c1,O,507.0,532.0,1.13,,,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html,177
177,CCN1CCCc2cc3c(cc21)Oc1cc2c(cc1=N3)C(CS(=O)(=O)[O-])CC(C)(C)[N+]=2CCCC(=O)[O-],O,655.0,690.0,3.6,,,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html,178
178,CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1,O,500.0,530.0,2.0,,,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html,179
179,Nc1ccc2c(-c3ccc(C(=O)CN4C(=O)CCC4=O)cc3C(=O)[O-])c3ccc(=[NH2+])c(S(=O)(=O)[O-])c-3oc2c1S(=O)(=O)[O-],O,494.0,519.0,4.1,,,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html,180
180,CC1(CCCCC(=O)NCCCCCCO)C(/C=C/C=C/C=C2/N(CCCS(=O)(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,O,651.0,672.0,1.0,,,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html,181
181,CC1=CC(C)=[N+]2C1=Cc1ccc(CCC(=O)ON3C(=O)CCC3=O)n1[B-]2(F)F,CO,502.0,510.0,5.7,,,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html,182
182,CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,CCO,460.0,505.0,2.5,,,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html,183
183,CC1(C)C2=C3C=C4C5=[N+](CCC4OC3CCN2c2ccc(CC(=O)NCCCCCCO)cc21)c1ccc(S(=O)(=O)[O-])cc1C5(C)C,O,558.0,572.0,2.8,,,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html,184
184,CN1/C(=C/C=C/C2=[N+](CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,O,548.0,562.0,0.3,0.04,,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html,185
185,O=C([O-])c1cc(N2C(=O)C=CC2=O)ccc1-c1c2cc(F)c(=O)cc-2oc2cc([O-])c(F)cc12,O,493.0,520.0,4.1,,,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html,186
186,CC1(C)C(/C=C/C=C/C=C/C=C2\N(CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,O,780.0,820.0,0.52,,,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html,187
187,NC(=O)C1=CN([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)C[C@@H]3O)O2)C=CC1,O,350.0,450.0,0.4,,,http://www.iss.com/resources/reference/data_tables/FL_LifetimeStandards.html,188
188,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,O,275.0,350.0,3.0,,,http://www.iss.com/resources/reference/data_tables/FL_LifetimeStandards.html,189
189,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,CCO,280.0,375.0,1.05,,,http://www.iss.com/resources/reference/data_tables/FL_LifetimeStandards.html,190
190,c1ccc2[nH]ccc2c1,O,276.3333333333333,348.3333333333333,4.49,0.93,3.7485339680000003,"http://www.iss.com/resources/reference/data_tables/FL_LifetimeStandards.html, http://dx.doi.org/10.1016/j.cplett.2017.07.038, doi: 10.3389/fmars.2015.00098",191
191,Nc1ncc2nc[nH]c2n1,O,290.0,380.0,11.34,,,http://www.iss.com/resources/reference/data_tables/FL_LifetimeStandards.html,192
192,N[C@@H](Cc1ccc(O)cc1)C(=O)O,O,285.0,300.0,3.27,,,http://www.iss.com/resources/reference/data_tables/FL_LifetimeStandards.html,193
193,Nc1ccccc1C(=O)O,O,300.0,398.5,8.649999999999999,0.6,,"http://www.iss.com/resources/reference/data_tables/FL_LifetimeStandards.html, DOI: 10.1007/s10895-005-2525-3",194
194,c1ccc2cc3ccccc3cc2c1,CO,355.0,400.0,5.1,,,10.1021/ac062160k,195
195,c1ccc2cc3ccccc3cc2c1,C1CCCCC1,352.14198395,403.8320424,5.0,0.29,,"10.1021/ac062160k, https://doi.org/10.1016/S1386-1425(02)00207-X",196
196,N#Cc1c2ccccc2cc2ccccc12,CO,,,16.0,,,10.1021/ac062160k,197
197,N#Cc1c2ccccc2cc2ccccc12,C1CCCCC1,,,12.7,,,10.1021/ac062160k,198
198,c1ccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)cc1,CO,,,8.7,,,10.1021/ac062160k,199
199,c1ccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)cc1,C1CCCCC1,,430.0,7.6,0.97,,"10.1021/ac062160k, DOI: 10.1021/jo302621k",200
200,Cn1c2ccccc2c2ccccc21,C1CCCCC1,,,14.1,,,10.1021/ac062160k,201
201,O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I,O,,,0.089,,,10.1021/ac062160k,202
202,O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I,CO,,,0.47,,,10.1021/ac062160k,203
203,c1ccc(-c2c3ccccc3c(-c3ccccc3)c3c(-c4ccccc4)c4ccccc4c(-c4ccccc4)c23)cc1,CO,,,9.9,,,10.1021/ac062160k,204
204,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,CO,,,1.17,,,10.1021/ac062160k,205
205,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,C1CCCCC1,,,0.98,,,10.1021/ac062160k,206
206,O=S(=O)([O-])CCC[n+]1c2ccccc2cc2ccccc21,O,,,31.2,,,10.1021/ac062160k,207
207,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,O,554.0,580.0,1.745,0.33499999999999996,,"10.1021/ac062160k, http://dx.doi.org/10.1016/j.jlumin.2013.07.066",208
209,O=S(=O)([O-])c1cc(O)c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,O,454.0,511.0,5.4,,,http://www.iss.com/resources/reference/data_tables/LifetimeDataFluorophores.html,210
210,NNC(=O)N1C(=O)c2cc(S(=O)(=O)[O-])cc3c(N)c(S(=O)(=O)[O-])cc(c23)C1=O,O,458.0,535.0,5.7,,,http://www.iss.com/resources/reference/data_tables/LifetimeDataFluorophores.html,211
211,O=S(=O)([O-])c1cc(S(=O)(=O)Cl)ccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,O,589.0,615.0,4.2,,,http://www.iss.com/resources/reference/data_tables/LifetimeDataFluorophores.html,212
213,N#Cc1cc2ccccc2[nH]1,O,,350.0,,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,214
214,N#Cc1c[nH]c2ccccc12,O,,320.0,,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,215
215,N#Cc1cccc2[nH]ccc12,O,305.0,405.0,9.1,,3.903089987,http://dx.doi.org/10.1016/j.cplett.2017.07.038,216
216,N#Cc1ccc2[nH]ccc2c1,O,275.0,390.0,0.3,,3.740362689,http://dx.doi.org/10.1016/j.cplett.2017.07.038,217
217,N#Cc1ccc2cc[nH]c2c1,O,285.0,375.0,0.6,,4.017033339,http://dx.doi.org/10.1016/j.cplett.2017.07.038,218
218,N#Cc1cccc2cc[nH]c12,O,308.0,400.0,2.0,,3.903089987,http://dx.doi.org/10.1016/j.cplett.2017.07.038,219
219,N#Cc1cc2ccccc2[nH]1,C1CCOC1,,328.0,2.9,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,220
220,N#Cc1c[nH]c2ccccc12,C1CCOC1,,314.0,3.1,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,221
221,N#Cc1cccc2[nH]ccc12,C1CCOC1,,371.0,5.3,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,222
222,N#Cc1ccc2[nH]ccc2c1,C1CCOC1,,349.0,4.4,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,223
223,N#Cc1ccc2cc[nH]c2c1,C1CCOC1,,345.0,3.7,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,224
224,N#Cc1cccc2cc[nH]c12,C1CCOC1,,368.0,6.9,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,225
225,N#Cc1cc2ccccc2[nH]1,C1COCCO1,281.595092,329.0,2.9,,4.482860169,http://dx.doi.org/10.1016/j.cplett.2017.07.038,226
226,N#Cc1c[nH]c2ccccc12,C1COCCO1,277.3006135,305.0,3.0,,4.118778428,http://dx.doi.org/10.1016/j.cplett.2017.07.038,227
227,N#Cc1cccc2[nH]ccc12,C1COCCO1,304.2944785,369.0,5.3,,3.998979331,http://dx.doi.org/10.1016/j.cplett.2017.07.038,228
228,N#Cc1ccc2[nH]ccc2c1,C1COCCO1,274.8466258,348.0,4.2,,3.967187497,http://dx.doi.org/10.1016/j.cplett.2017.07.038,229
229,N#Cc1ccc2cc[nH]c2c1,C1COCCO1,284.3558282,342.0,3.9,,4.009079658,http://dx.doi.org/10.1016/j.cplett.2017.07.038,230
230,N#Cc1cccc2cc[nH]c12,C1COCCO1,307.3619632,367.0,7.5,,4.155920236,http://dx.doi.org/10.1016/j.cplett.2017.07.038,231
231,N#Cc1cc2ccccc2[nH]1,CC#N,279.6875,330.0,0.9,,4.431288241,http://dx.doi.org/10.1016/j.cplett.2017.07.038,232
232,N#Cc1c[nH]c2ccccc12,CC#N,276.25,313.0,1.8,,4.038043354,http://dx.doi.org/10.1016/j.cplett.2017.07.038,233
233,N#Cc1cccc2[nH]ccc12,CC#N,302.8125,380.0,5.4,,4.090749704,http://dx.doi.org/10.1016/j.cplett.2017.07.038,234
234,N#Cc1ccc2[nH]ccc2c1,CC#N,275.0,362.0,4.4,,3.750801643,http://dx.doi.org/10.1016/j.cplett.2017.07.038,235
235,N#Cc1ccc2cc[nH]c2c1,CC#N,285.0,354.0,3.8,,4.190134336,http://dx.doi.org/10.1016/j.cplett.2017.07.038,236
236,N#Cc1cccc2cc[nH]c12,CC#N,309.6875,378.0,8.0,,4.069560405,http://dx.doi.org/10.1016/j.cplett.2017.07.038,237
237,N#Cc1cc2ccccc2[nH]1,CC(C)O,,332.0,,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,238
238,N#Cc1c[nH]c2ccccc12,CC(C)O,,315.0,,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,239
239,N#Cc1cccc2[nH]ccc12,CC(C)O,,385.0,5.7,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,240
240,N#Cc1ccc2[nH]ccc2c1,CC(C)O,,362.0,4.6,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,241
241,N#Cc1ccc2cc[nH]c2c1,CC(C)O,,356.0,3.7,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,242
242,N#Cc1cccc2cc[nH]c12,CC(C)O,,380.0,9.0,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,243
243,N#Cc1cc2ccccc2[nH]1,CCO,,334.0,,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,244
244,N#Cc1c[nH]c2ccccc12,CCO,,314.0,,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,245
245,N#Cc1cccc2[nH]ccc12,CCO,,387.0,5.7,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,246
246,N#Cc1ccc2[nH]ccc2c1,CCO,,364.0,4.3,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,247
247,N#Cc1ccc2cc[nH]c2c1,CCO,,358.0,3.7,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,248
248,N#Cc1cccc2cc[nH]c12,CCO,,382.0,8.7,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,249
249,N#Cc1cc2ccccc2[nH]1,CO,,335.0,,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,250
250,N#Cc1c[nH]c2ccccc12,CO,,314.0,,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,251
251,N#Cc1cccc2[nH]ccc12,CO,,390.0,5.8,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,252
252,N#Cc1ccc2[nH]ccc2c1,CO,,367.0,2.9,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,253
253,N#Cc1ccc2cc[nH]c2c1,CO,,367.0,3.5,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,254
254,N#Cc1cccc2cc[nH]c12,CO,,387.0,8.2,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,255
255,N#Cc1cccc2[nH]ccc12,NC=O,,,7.8,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,256
256,N#Cc1ccc2[nH]ccc2c1,NC=O,,,5.4,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,257
257,N#Cc1ccc2cc[nH]c2c1,NC=O,,,4.2,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,258
258,N#Cc1cccc2cc[nH]c12,NC=O,,,15.7,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,259
259,N#Cc1cc2ccccc2[nH]1,OCC(F)(F)F,,339.0,,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,260
260,N#Cc1c[nH]c2ccccc12,OCC(F)(F)F,,314.0,,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,261
261,N#Cc1cccc2[nH]ccc12,OCC(F)(F)F,,394.0,6.3,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,262
262,N#Cc1ccc2[nH]ccc2c1,OCC(F)(F)F,,374.0,0.1,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,263
263,N#Cc1ccc2cc[nH]c2c1,OCC(F)(F)F,,364.0,0.8,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,264
264,N#Cc1cccc2cc[nH]c12,OCC(F)(F)F,,391.0,1.2,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,265
265,N#Cc1ccc2cc[nH]c2c1,[2H]OC([2H])([2H])C(F)(F)F,,,1.1,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,266
266,N#Cc1cc2ccccc2[nH]1,CS(C)=O,,335.0,0.4,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,267
267,N#Cc1c[nH]c2ccccc12,CS(C)=O,,316.0,0.2,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,268
268,N#Cc1cccc2[nH]ccc12,CS(C)=O,,392.0,7.4,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,269
269,N#Cc1ccc2[nH]ccc2c1,CS(C)=O,,371.0,7.1,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,270
270,N#Cc1ccc2cc[nH]c2c1,CS(C)=O,,363.0,4.3,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,271
271,N#Cc1cccc2cc[nH]c12,CS(C)=O,,391.0,14.5,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,272
272,N#Cc1cccc2[nH]ccc12,[2H]O[2H],,,9.3,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,273
273,N#Cc1ccc2[nH]ccc2c1,[2H]O[2H],,,0.4,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,274
274,N#Cc1ccc2cc[nH]c2c1,[2H]O[2H],,,0.8,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,275
275,N#Cc1cccc2cc[nH]c12,[2H]O[2H],,,2.3,,,http://dx.doi.org/10.1016/j.cplett.2017.07.038,276
276,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,C1CCCCC1,,,2.76,0.49,,https://doi.org/10.1016/S0009-2614(02)00784-4,277
277,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,ClC(Cl)(Cl)Cl,,,4.1,0.71,,https://doi.org/10.1016/S0009-2614(02)00784-4,278
278,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCCOCCCC,,,4.15,0.72,,https://doi.org/10.1016/S0009-2614(02)00784-4,279
279,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCOCC,,,4.45,0.73,,https://doi.org/10.1016/S0009-2614(02)00784-4,280
280,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCC#N,,,4.54,0.77,,https://doi.org/10.1016/S0009-2614(02)00784-4,281
281,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CN(C)C=O,,,4.35,0.73,,https://doi.org/10.1016/S0009-2614(02)00784-4,282
282,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CC1COC(=O)O1,,,4.4,0.72,,https://doi.org/10.1016/S0009-2614(02)00784-4,283
